"file_code","dataset_id","NCBI_SRA_accession","NCBI_SRA_biosample","sample_code","DNA_RNA","fraction_name","sample_fixation","reads_total","reads_corrected_total","reads_corrected_photo","reads_final","project","cruise","station_id","date","depth_level","depth","elevation","substrate","latitude","longitude","site_name","country","oceanic_region","biome","vegetation","climate","bottom_depth","temperature","salinity","ice_coverage","Chla","NO3","NH4","PO4","Si","dataset_code","dataset_name","gene","gene_region","organelle","region","ecosystem","ecosystem_climate","substrate_type","label","ss_temperature","coalesce_salinity"
"SRR10016918",76,"SRR10016918","SAMN12619098","F_POLE_S215","DNA","total","",NA,77216,43350,77874,"","Polarstern ARK-XXVII","215","2012-08-07","euphotic",17,NA,"water",82.8167,30,"","","Arctic Ocean",NA,NA,"polar",NA,-1.11,33.26,52,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-215-euphotic-water",-1.241,33.26
"SRR10016919",76,"SRR10016919","SAMN12619097","F_POLE_S209","DNA","total","",NA,99614,49214,100025,"","Polarstern ARK-XXVII","209","2012-08-06","euphotic",32,NA,"water",81.8167,30.2833,"","","Arctic Ocean",NA,NA,"polar",NA,-0.04,34.27,0,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-209-euphotic-water",-0.6815,34.27
"SRR10016920",76,"SRR10016920","SAMN12619096","F_POLE_S201","DNA","total","",NA,126566,76661,129209,"","Polarstern ARK-XXVII","201","2012-08-05","euphotic",30,NA,"water",81,30.6333,"","","Arctic Ocean",NA,NA,"polar",NA,0.11,34.25,0,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-201-euphotic-water",-0.354285714285714,34.25
"SRR10016921",76,"SRR10016921","SAMN12619095","F_POLE_S132","DNA","total","",NA,83161,71930,83722,"","Polarstern ARK-XXVII","132","2012-07-09","euphotic",12,NA,"water",79.3667,-3.154,"","","Arctic Ocean",NA,NA,"polar",NA,-1.49,32.48,100,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-132-euphotic-water",-1.587,32.48
"SRR10016922",76,"SRR10016922","SAMN12619094","F_POLE_S130","DNA","total","",NA,169382,134586,170532,"","Polarstern ARK-XXVII","130","2012-07-08","euphotic",20,NA,"water",79.3833,-4.98333,"","","Arctic Ocean",NA,NA,"polar",NA,-1.63,32.89,91,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-130-euphotic-water",-1.44283333333333,32.89
"SRR10016923",76,"SRR10016923","SAMN12619093","F_POLE_S114","DNA","total","",NA,147692,53373,151218,"","Polarstern ARK-XXVII","114","2012-07-06","euphotic",30,NA,"water",79.25,-13.3,"","","Arctic Ocean",NA,NA,"polar",NA,-1.57,31.55,99,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-114-euphotic-water",-0.546333333333333,31.55
"SRR10016924",76,"SRR10016924","SAMN12619092","F_POLE_S37","DNA","total","",NA,131011,32676,132483,"","Polarstern ARK-XXVII","37","2012-06-22","surface",10,NA,"water",79.3833,5.15,"","","Arctic Ocean",NA,NA,"polar",NA,4.82,35.11,0,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-37-surface-water",4.6808125,35.11
"SRR10016925",76,"SRR10016925","SAMN12619110","F_POLE_S384","DNA","total","",NA,153344,75511,155090,"","Polarstern ARK-XXVII","384","2012-09-28","surface",0,NA,"water",84.6333,17.75,"","","Arctic Ocean",NA,NA,"polar",NA,-1.8,32.83,100,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-384-surface-water",-1.8735,32.83
"SRR10016926",76,"SRR10016926","SAMN12619109","F_POLE_S360","DNA","total","",NA,105505,45960,107220,"","Polarstern ARK-XXVII","360","2012-09-22","surface",0,NA,"water",89.3833,58.1333,"","","Arctic Ocean",NA,NA,"polar",NA,-1.8,33.07,100,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-360-surface-water",-1.68128571428571,33.07
"SRR10016927",76,"SRR10016927","SAMN12619091","F_POLE_S17","DNA","total","",NA,114354,37554,116212,"","Polarstern ARK-XXVII","17","2012-06-20","euphotic",32,NA,"water",79.3833,80.8167,"","","Arctic Ocean",NA,NA,"polar",NA,4.47,35.13,0,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-17-euphotic-water",0,35.13
"SRR10016928",76,"SRR10016928","SAMN12619108","F_POLE_S323","DNA","total","",NA,110573,58213,111593,"","Polarstern ARK-XXVII","323","2012-09-04","surface",0,NA,"water",82.55,131.217,"","","Arctic Ocean",NA,NA,"polar",NA,-1.62,30.54,60,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-323-surface-water",-1.74344444444444,30.54
"SRR10016929",76,"SRR10016929","SAMN12619107","F_POLE_S255","DNA","total","",NA,114980,73073,116129,"","Polarstern ARK-XXVII","255","2012-08-20","surface",0,NA,"water",83.2667,109.1,"","","Arctic Ocean",NA,NA,"polar",NA,-1.59,32.61,70,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-255-surface-water",-1.73785714285714,32.61
"SRR10016930",76,"SRR10016930","SAMN12619106","F_POLE_S237","DNA","total","",NA,120809,55546,122810,"","Polarstern ARK-XXVII","237","2012-08-14","surface",0,NA,"water",84.6,77.1,"","","Arctic Ocean",NA,NA,"polar",NA,-1.7,32.9,80,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-237-surface-water",-1.83,32.9
"SRR10016931",76,"SRR10016931","SAMN12619105","F_POLE_S311","DNA","total","",NA,89534,54459,90456,"","Polarstern ARK-XXVII","311","2012-09-01","euphotic",20,NA,"water",77.65,118.317,"","","Arctic Ocean",NA,NA,"polar",NA,-0.27,32.1,0,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-311-euphotic-water",-1.75166666666667,32.1
"SRR10016932",76,"SRR10016932","SAMN12619104","F_POLE_S256","DNA","total","",NA,79397,50186,80171,"","Polarstern ARK-XXVII","256","2012-08-20","euphotic",20,NA,"water",83.1167,109.983,"","","Arctic Ocean",NA,NA,"polar",NA,-1.68,33.74,93,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-256-euphotic-water",-1.73785714285714,33.74
"SRR10016933",76,"SRR10016933","SAMN12619103","F_POLE_S250","DNA","total","",NA,98433,46485,99192,"","Polarstern ARK-XXVII","250","2012-08-18","euphotic",30,NA,"water",83.9667,87.75,"","","Arctic Ocean",NA,NA,"polar",NA,-1.68,34.13,73,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-250-euphotic-water",-1.659,34.13
"SRR10016934",76,"SRR10016934","SAMN12619102","F_POLE_S244","DNA","total","",NA,71187,37053,71472,"","Polarstern ARK-XXVII","244","2012-08-16","euphotic",30,NA,"water",83.3167,75.15,"","","Arctic Ocean",NA,NA,"polar",NA,-1.58,34.17,90,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-244-euphotic-water",0,34.17
"SRR10016935",76,"SRR10016935","SAMN12619101","F_POLE_S235","DNA","total","",NA,79240,36917,80192,"","Polarstern ARK-XXVII","235","2012-08-13","euphotic",26,NA,"water",84.5333,60.1,"","","Arctic Ocean",NA,NA,"polar",NA,-1.7,34.2,98,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-235-euphotic-water",-1.6055,34.2
"SRR10016936",76,"SRR10016936","SAMN12619100","F_POLE_S234","DNA","total","",NA,129908,89425,130691,"","Polarstern ARK-XXVII","234","2012-08-12","euphotic",22,NA,"water",84.65,39.7833,"","","Arctic Ocean",NA,NA,"polar",NA,-1.52,34.04,94,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-234-euphotic-water",0,34.04
"SRR10016937",76,"SRR10016937","SAMN12619099","F_POLE_S218","DNA","total","",NA,96638,25549,99023,"","Polarstern ARK-XXVII","218","2012-08-07","euphotic",50,NA,"water",83.65,30.0833,"","","Arctic Ocean",NA,NA,"polar",NA,-1.75,34.26,91,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-218-euphotic-water",-1.5165,34.26
"SRR10016938",76,"SRR10016938","SAMN12619090","F_POLE_S12","DNA","total","",NA,180063,52250,181887,"","Polarstern ARK-XXVII","12","2012-06-20","euphotic",30,NA,"water",79.3833,9.81667,"","","Arctic Ocean",NA,NA,"polar",NA,1.73,34.71,0,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-12-euphotic-water",1.37025,34.71
"SRR10016939",76,"SRR10016939","SAMN12619089","F_POLE_S2","DNA","total","",NA,173731,67489,182557,"","Polarstern ARK-XXVII","2","2012-06-17","euphotic",15,NA,"water",67.65,6.85,"","","Arctic Ocean",NA,NA,"polar",NA,8.97,35.09,0,NA,NA,NA,NA,NA,"Arctic_Ocean_2012","Arctic Ocean - 2012","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","76-Arctic_Ocean_2012-2-euphotic-water",8.0010625,35.09
"SRR1209774",40,"SRR1209774","","","DNA","pico-nano","",6808,5839,750,NA,"Arctic Ocean Survey","","","2010-07-10","surface",10,NA,"water",62.966,-80.2177,"Hudson Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,3.14,30.57,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",2.26890909090909,30.57
"SRR1209775",40,"SRR1209775","","","DNA","pico-nano","",6011,5145,3168,NA,"Arctic Ocean Survey","","","2010-07-10","euphotic",34,NA,"water",62.966,-80.2177,"Hudson Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,-1.3,32.05,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",2.26890909090909,32.05
"SRR1209776",40,"SRR1209776","","","DNA","pico-nano","",8413,7563,751,NA,"Arctic Ocean Survey","","","2010-07-11","surface",6,NA,"water",60.0005,-78.4377,"Hudson Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,5.86,26.48,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",0.656916666666667,NA
"SRR1209777",40,"SRR1209777","","","DNA","pico-nano","",8622,7748,1077,NA,"Arctic Ocean Survey","","","2010-07-11","euphotic",15,NA,"water",60.0005,-78.4377,"Hudson Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,3.14,28.49,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",0.656916666666667,NA
"SRR1209786",40,"SRR1209786","","","DNA","pico-nano","",7079,6032,806,NA,"Arctic Ocean Survey","","","2010-07-15","surface",9,NA,"water",54.7125,-80.7125,"Hudson Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,3.08,24.75,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",4.6994,NA
"SRR1209966",40,"SRR1209966","","","DNA","pico-nano","",8434,7421,1178,NA,"Arctic Ocean Survey","","","2010-07-15","euphotic",30,NA,"water",54.7123,-80.7125,"Hudson Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,-1.27,29.21,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",4.6994,NA
"SRR1209967",40,"SRR1209967","","","DNA","pico-nano","",8359,7644,1844,NA,"Arctic Ocean Survey","","","2010-07-17","surface",10,NA,"water",60.5053,-85.013,"Hudson Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,3.52,28.61,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",0,NA
"SRR1209968",40,"SRR1209968","","","DNA","pico-nano","",9030,7651,2706,NA,"Arctic Ocean Survey","","","2010-07-17","euphotic",47,NA,"water",60.5053,-85.013,"Hudson Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,-1.53,31.64,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",0,31.64
"SRR1209970",40,"SRR1209970","","","DNA","pico-nano","",13322,12432,1064,NA,"Arctic Ocean Survey","","","2010-07-21","surface",10,NA,"water",58.7735,-91.5338,"Hudson Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,4.47,28.26,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",2.8062,NA
"SRR1209971",40,"SRR1209971","","","DNA","pico-nano","",9736,8975,1058,NA,"Arctic Ocean Survey","","","2010-07-22","euphotic",30,NA,"water",58.7735,-91.5338,"Hudson Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,-1.25,31.59,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",2.8062,31.59
"SRR1209972",40,"SRR1209972","","","DNA","pico-nano","",8391,6673,792,NA,"Arctic Ocean Survey","","","2010-07-23","euphotic",40,NA,"water",58.7735,-91.5338,"Hudson Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,-1.46,32.14,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",2.8062,32.14
"SRR1209973",40,"SRR1209973","","","DNA","pico-nano","",8443,7372,761,NA,"Arctic Ocean Survey","","","2006-09-20","euphotic",25,NA,"water",74.124,-83.3448,"Lancaster Sound","Canada","Arctic Ocean",NA,NA,"polar",NA,1.119,31.566,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",0.4544,31.566
"SRR1210003",40,"SRR1210003","","","DNA","pico-nano","",6184,5185,1213,NA,"Arctic Ocean Survey","","","2008-09-07","euphotic",16,NA,"water",74.2378,-89.6578,"Lancaster Sound","Canada","Arctic Ocean",NA,NA,"polar",NA,0.0535,31.4353,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",-0.12475,31.4353
"SRR1210008",40,"SRR1210008","","","DNA","pico-nano","",6197,5180,1795,NA,"Arctic Ocean Survey","","","2008-09-07","surface",2,NA,"water",74.2378,-89.6578,"Lancaster Sound","Canada","Arctic Ocean",NA,NA,"polar",NA,0.4166,31.0895,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",-0.12475,31.0895
"SRR1210075",40,"SRR1210075","","","DNA","pico-nano","",7515,6255,1498,NA,"Arctic Ocean Survey","","","2011-10-06","euphotic",18,NA,"water",69.0005,-106.586,"Cambridge Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,0.0208,23.7782,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",4.656,NA
"SRR1210076",40,"SRR1210076","","","DNA","pico-nano","",6531,5600,1350,NA,"Arctic Ocean Survey","","","2011-10-06","surface",2,NA,"water",69.0005,-106.586,"Cambridge Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,0.64,23.8822,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",4.656,NA
"SRR1210077",40,"SRR1210077","","","DNA","pico-nano","",6120,5438,2607,NA,"Arctic Ocean Survey","","","2006-09-11","euphotic",40,NA,"water",78.328,-74.3555,"Baffin Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,-1.083,31.494,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",-0.835875,31.494
"SRR1210095",40,"SRR1210095","","","DNA","pico-nano","",7668,6777,1228,NA,"Arctic Ocean Survey","","","2006-09-11","surface",5,NA,"water",78.328,-74.3555,"Baffin Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,-0.75,29.455,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",-0.835875,NA
"SRR1210096",40,"SRR1210096","","","DNA","pico-nano","",8119,7835,2502,NA,"Arctic Ocean Survey","","","2005-08-16","euphotic",22,NA,"water",76.2988,-71.4302,"Baffin Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,0.494,32.045,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",1.54733333333333,32.045
"SRR1210107",40,"SRR1210107","","","DNA","pico-nano","",8063,7441,1017,NA,"Arctic Ocean Survey","","","2005-08-16","surface",5,NA,"water",76.2988,-71.4302,"Baffin Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,3.316,31.621,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",1.54733333333333,31.621
"SRR1210108",40,"SRR1210108","","","DNA","pico-nano","",8753,7390,2150,NA,"Arctic Ocean Survey","","","2008-09-14","euphotic",20,NA,"water",76.2668,-74.5833,"Baffin Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,2.0004,31.6503,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",-0.633181818181818,31.6503
"SRR1210109",40,"SRR1210109","","","DNA","pico-nano","",9008,7837,922,NA,"Arctic Ocean Survey","","","2008-09-14","surface",5,NA,"water",76.2668,-74.5833,"Baffin Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,1.2103,30.4481,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",-0.633181818181818,30.4481
"SRR1210110",40,"SRR1210110","","","DNA","pico-nano","",4960,4233,591,NA,"Arctic Ocean Survey","","","2008-09-15","euphotic",33,NA,"water",76.3583,-77.5067,"Baffin Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,0.3077,30.5174,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",-0.552333333333333,30.5174
"SRR1210111",40,"SRR1210111","","","DNA","pico-nano","",8838,7745,1963,NA,"Arctic Ocean Survey","","","2008-09-15","surface",3,NA,"water",76.3583,-77.5067,"Baffin Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,-0.5574,28.9926,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",-0.552333333333333,NA
"SRR1210112",40,"SRR1210112","","","DNA","pico-nano","",7757,6890,2865,NA,"Arctic Ocean Survey","","","2006-09-06","euphotic",40,NA,"water",75.2727,-74.978,"Baffin Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,-1.47,33.53,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",1.4225,33.53
"SRR1210113",40,"SRR1210113","","","DNA","pico-nano","",8096,7142,2789,NA,"Arctic Ocean Survey","","","2006-09-06","euphotic",28,NA,"water",75.2727,-74.978,"Baffin Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,-1.092,33.419,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",1.4225,33.419
"SRR1210114",40,"SRR1210114","","","DNA","pico-nano","",8826,7620,2241,NA,"Arctic Ocean Survey","","","2006-09-06","surface",10,NA,"water",75.2727,-74.978,"Baffin Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,2.968,32.809,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",1.4225,32.809
"SRR1210115",40,"SRR1210115","","","DNA","pico-nano","",8367,7521,1459,NA,"Arctic Ocean Survey","","","2006-09-13","euphotic",45,NA,"water",77.3413,-74.6395,"Baffin Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,3.14,32.532,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--euphotic-water",-0.5385,32.532
"SRR1210116",40,"SRR1210116","","","DNA","pico-nano","",4725,4561,1545,NA,"Arctic Ocean Survey","","","2006-09-13","surface",10,NA,"water",77.3413,-74.6395,"Baffin Bay","Canada","Arctic Ocean",NA,NA,"polar",NA,-1.3,32.087,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",-0.5385,32.087
"SRR1210117",40,"SRR1210117","","","DNA","pico-nano","",8874,7984,954,NA,"Arctic Ocean Survey","","","2007-09-18","surface",5,NA,"water",77.75,126,"Laptev Sea","Russia","Arctic Ocean",NA,NA,"polar",NA,5.86,29.96,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",0.128,30.7138
"SRR1210118",40,"SRR1210118","","","DNA","pico-nano","",9957,8984,1125,NA,"Arctic Ocean Survey","","","2007-09-19","surface",7,NA,"water",79.4167,126,"Laptev Sea","Russia","Arctic Ocean",NA,NA,"polar",NA,3.14,31,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",-0.903666666666667,31
"SRR1210119",40,"SRR1210119","","","DNA","pico-nano","",9392,8680,187,NA,"Arctic Ocean Survey","","","2007-09-20","surface",9,NA,"water",80.7833,138.733,"Laptev Sea","Russia","Arctic Ocean",NA,NA,"polar",NA,3.08,28.61,NA,NA,NA,NA,NA,NA,"Arctic_Ocean_Survey_2005_2011","Arctic Ocean - Survey - 2005-2011","18S rRNA","V4","nucleus","Arctic Ocean","oceanic","","water","40-Arctic_Ocean_Survey_2005_2011--surface-water",-1.06566666666667,NA
